ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;IC         ;Iniciativa per Catalunya                          ;1.084;2,62;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;342;0,83;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;324;0,78;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;236;0,57;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;EV-UVE     ;Els Verds-Unió Verda                              ;227;0,55;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;CLL        ;Catalunya Lliure                                  ;187;0,45;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;169;0,41;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;132;0,32;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;SI         ;Socialistes Independents                          ;72;0,17;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;41;0,10;0
A;1992;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;PH         ;Partit Humanista                                  ;16;0,04;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;CiU        ;Convergència i Unió                               ;19.404;54,25;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;8.985;25,12;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.528;9,86;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PP         ;Partit Popular                                    ;1.384;3,87;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;IC         ;Iniciativa per Catalunya                          ;1.047;2,93;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;149;0,42;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;141;0,39;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;EV-UVE     ;Els Verds-Unió Verda                              ;137;0,38;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;120;0,34;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;L.E.       ;Los Ecologistas                                   ;108;0,30;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.E.C.VERDE;Partit Ecologista de Catalunya VERDE              ;96;0,27;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;92;0,26;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;CLL        ;Catalunya Lliure                                  ;90;0,25;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;77;0,22;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;29;0,08;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;SI         ;Socialistes Independents                          ;21;0,06;0
A;1992;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PH         ;Partit Humanista                                  ;17;0,05;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;CiU        ;Convergència i Unió                               ;5.687;61,92;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.700;18,51;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;763;8,31;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PP         ;Partit Popular                                    ;506;5,51;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;IC         ;Iniciativa per Catalunya                          ;172;1,87;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;66;0,72;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;55;0,60;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;36;0,39;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;31;0,34;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;CLL        ;Catalunya Lliure                                  ;16;0,17;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;14;0,15;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;SI         ;Socialistes Independents                          ;11;0,12;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PH         ;Partit Humanista                                  ;7;0,08;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;JRLL       ;Joventut Republicana de Lleida                    ;6;0,07;0
A;1992;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;5;0,05;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;CiU        ;Convergència i Unió                               ;741;44,99;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;576;34,97;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;133;8,08;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PP         ;Partit Popular                                    ;61;3,70;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;IC         ;Iniciativa per Catalunya                          ;52;3,16;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;15;0,91;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;13;0,79;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;8;0,49;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;CLL        ;Catalunya Lliure                                  ;7;0,43;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;7;0,43;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;6;0,36;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;4;0,24;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;SI         ;Socialistes Independents                          ;4;0,24;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;JRLL       ;Joventut Republicana de Lleida                    ;3;0,18;0
A;1992;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PH         ;Partit Humanista                                  ;2;0,12;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;CiU        ;Convergència i Unió                               ;20.938;53,93;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10.791;27,80;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.988;7,70;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;IC         ;Iniciativa per Catalunya                          ;1.378;3,55;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;PP         ;Partit Popular                                    ;1.144;2,95;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;225;0,58;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;181;0,47;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;165;0,43;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;EV-UVE     ;Els Verds-Unió Verda                              ;157;0,40;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;L.E.       ;Los Ecologistas                                   ;111;0,29;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;96;0,25;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.E.C.VERDE;Partit Ecologista de Catalunya VERDE              ;95;0,24;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;88;0,23;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;CLL        ;Catalunya Lliure                                  ;59;0,15;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;SI         ;Socialistes Independents                          ;31;0,08;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;PH         ;Partit Humanista                                  ;17;0,04;0
A;1992;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;14;0,04;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;CiU        ;Convergència i Unió                               ;41.249;54,41;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;18.781;24,77;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;7.457;9,84;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;IC         ;Iniciativa per Catalunya                          ;3.217;4,24;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;PP         ;Partit Popular                                    ;2.347;3,10;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;413;0,54;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;360;0,47;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;EV-UVE     ;Els Verds-Unió Verda                              ;244;0,32;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;218;0,29;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;L.E.       ;Los Ecologistas                                   ;183;0,24;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;180;0,24;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;P.E.C.VERDE;Partit Ecologista de Catalunya VERDE              ;174;0,23;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;155;0,20;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;CLL        ;Catalunya Lliure                                  ;107;0,14;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;PH         ;Partit Humanista                                  ;38;0,05;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;35;0,05;0
A;1992;CO;Catalunya                ;;;7;Bages                         ;;;;;SI         ;Socialistes Independents                          ;22;0,03;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;CiU        ;Convergència i Unió                               ;25.674;46,97;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;15.158;27,73;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;5.228;9,56;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PP         ;Partit Popular                                    ;3.046;5,57;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;IC         ;Iniciativa per Catalunya                          ;1.997;3,65;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;671;1,23;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;663;1,21;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;510;0,93;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;357;0,65;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;CLL        ;Catalunya Lliure                                  ;220;0,40;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;178;0,33;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;SI         ;Socialistes Independents                          ;79;0,14;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;69;0,13;0
A;1992;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PH         ;Partit Humanista                                  ;63;0,12;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;CiU        ;Convergència i Unió                               ;13.365;45,60;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;6.122;20,89;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PP         ;Partit Popular                                    ;4.278;14,60;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.053;7,00;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;IC         ;Iniciativa per Catalunya                          ;1.478;5,04;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;446;1,52;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;379;1,29;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;CLL        ;Catalunya Lliure                                  ;239;0,82;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;205;0,70;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;82;0,28;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;77;0,26;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;19;0,06;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;SI         ;Socialistes Independents                          ;18;0,06;0
A;1992;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PH         ;Partit Humanista                                  ;16;0,05;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;CiU        ;Convergència i Unió                               ;23.509;53,90;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10.625;24,36;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.601;10,55;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;IC         ;Iniciativa per Catalunya                          ;1.457;3,34;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PP         ;Partit Popular                                    ;1.223;2,80;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;335;0,77;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;276;0,63;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;253;0,58;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;222;0,51;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;215;0,49;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;EV-UVE     ;Els Verds-Unió Verda                              ;214;0,49;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;CLL        ;Catalunya Lliure                                  ;99;0,23;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;SI         ;Socialistes Independents                          ;94;0,22;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;30;0,07;0
A;1992;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PH         ;Partit Humanista                                  ;17;0,04;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;88.014;38,52;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;CiU        ;Convergència i Unió                               ;79.348;34,73;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;IC         ;Iniciativa per Catalunya                          ;23.338;10,22;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;11.415;5,00;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PP         ;Partit Popular                                    ;10.093;4,42;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;3.938;1,72;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;2.398;1,05;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;EV-UVE     ;Els Verds-Unió Verda                              ;1.598;0,70;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;L.E.       ;Los Ecologistas                                   ;1.335;0,58;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;1.286;0,56;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.E.C.VERDE;Partit Ecologista de Catalunya VERDE              ;1.024;0,45;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;809;0,35;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;CLL        ;Catalunya Lliure                                  ;436;0,19;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;420;0,18;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;278;0,12;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;SI         ;Socialistes Independents                          ;222;0,10;0
A;1992;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PH         ;Partit Humanista                                  ;158;0,07;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;CiU        ;Convergència i Unió                               ;8.496;48,97;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;5.674;32,70;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.313;7,57;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PP         ;Partit Popular                                    ;749;4,32;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;IC         ;Iniciativa per Catalunya                          ;447;2,58;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;AV-MEC     ;Alternativa Verda-Moviment Ecologista de Catalunya;171;0,99;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;C.D.S.     ;Centre Democràtic i Social                        ;107;0,62;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;RUIZ-MATEOS;A.E. José María Ruiz Mateos                       ;86;0,50;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;46;0,27;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;40;0,23;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;CLL        ;Catalunya Lliure                                  ;32;0,18;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;22;0,13;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;SI         ;Socialistes Independents                          ;20;0,12;0
A;1992;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PH         ;Partit Humanista                                  ;10;0,06;0
A;1992;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;CiU        ;Convergència i Unió                               ;428.809;43,47;0
A;1992;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;275.149;27,89;0
A;1992;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;IC         ;Iniciativa per Catalunya                          ;77.610;7,87;0
