"ELECCIO";"ANY";"NIVELL";"AUTONOMIA";"CODI PROVÍNCIA";"PROVÍNCIA";"CODI COMARCA";"COMARCA";"CODI MUNICIPI";"MUNICIPI";"CODI DISTRICTE";"DISTRICTE";"CENS ELECTORAL";"VOTANTS";"% VOTANTS";"ABSTENCIÓ";"% ABSTENCIÓ";"VOTS NULS";"% VOTS NULS";"VOTS EN BLANC";"% VOTS EN BLANC";"VOTS A CANDIDATURES";"% VOTS A CANDIDATURES";"VOTS VÀLIDS";"% VOTS VÀLIDS"
"A";2006;"CO";"Catalunya                ";;"";26;"Pallars Sobirà                ";;"";"";"";5.472;3.637;66,47;1.835;33,53;21;0,58;87;2,39;3.529;97,03;3.616;99,42
"A";2006;"CO";"Catalunya                ";;"";27;"Pla d'Urgell                  ";;"";"";"";24.744;16.294;65,85;8.450;34,15;122;0,75;411;2,52;15.761;96,73;16.172;99,25
"A";2006;"CO";"Catalunya                ";;"";28;"Pla de l'Estany               ";;"";"";"";20.521;13.578;66,17;6.943;33,83;109;0,80;340;2,50;13.129;96,69;13.469;99,20
"A";2006;"CO";"Catalunya                ";;"";29;"Priorat                       ";;"";"";"";7.748;5.468;70,57;2.280;29,43;29;0,53;108;1,98;5.331;97,49;5.439;99,47
"A";2006;"CO";"Catalunya                ";;"";30;"Ribera d'Ebre                 ";;"";"";"";17.616;11.617;65,95;5.999;34,05;57;0,49;189;1,63;11.371;97,88;11.560;99,51
"A";2006;"CO";"Catalunya                ";;"";31;"Ripollès                      ";;"";"";"";21.509;13.944;64,83;7.565;35,17;94;0,67;320;2,29;13.530;97,03;13.850;99,33
"A";2006;"CO";"Catalunya                ";;"";32;"Segarra                       ";;"";"";"";14.447;9.007;62,35;5.440;37,65;93;1,03;275;3,05;8.639;95,91;8.914;98,97
"A";2006;"CO";"Catalunya                ";;"";33;"Segrià                        ";;"";"";"";137.851;78.442;56,90;59.409;43,10;435;0,55;1.678;2,14;76.329;97,31;78.007;99,45
"A";2006;"CO";"Catalunya                ";;"";34;"Selva                         ";;"";"";"";104.658;55.536;53,06;49.122;46,94;373;0,67;983;1,77;54.180;97,56;55.163;99,33
"A";2006;"CO";"Catalunya                ";;"";35;"Solsonès                      ";;"";"";"";9.723;6.286;64,65;3.437;35,35;55;0,87;153;2,43;6.078;96,69;6.231;99,13
"A";2006;"CO";"Catalunya                ";;"";36;"Tarragonès                    ";;"";"";"";157.306;82.631;52,53;74.675;47,47;338;0,41;1.384;1,67;80.909;97,92;82.293;99,59
"A";2006;"CO";"Catalunya                ";;"";37;"Terra Alta                    ";;"";"";"";10.010;6.920;69,13;3.090;30,87;46;0,66;102;1,47;6.772;97,86;6.874;99,34
"A";2006;"CO";"Catalunya                ";;"";38;"Urgell                        ";;"";"";"";25.186;16.084;63,86;9.102;36,14;131;0,81;446;2,77;15.507;96,41;15.953;99,19
"A";2006;"CO";"Catalunya                ";;"";39;"Consell General d'Aran        ";;"";"";"";6.618;3.511;53,05;3.107;46,95;25;0,71;66;1,88;3.420;97,41;3.486;99,29
"A";2006;"CO";"Catalunya                ";;"";40;"Vallès Occidental             ";;"";"";"";620.061;335.484;54,10;284.577;45,90;1.165;0,35;6.799;2,03;327.520;97,63;334.319;99,65
"A";2006;"CO";"Catalunya                ";;"";41;"Vallès Oriental               ";;"";"";"";274.263;154.081;56,18;120.182;43,82;620;0,40;3.121;2,03;150.340;97,57;153.461;99,60
"A";2006;"CO";"Catalunya                ";;"";98;"Residents Absents             ";;"";"";"";108.851;22.658;20,82;86.193;79,18;106;0,47;155;0,68;22.397;98,85;22.552;99,53
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"1";"Ciutat Vella        ";57.705;27.580;47,79;30.125;52,21;133;0,48;546;1,98;26.901;97,54;27.447;99,52
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"2";"Eixample            ";194.560;127.421;65,49;67.139;34,51;462;0,36;2.904;2,28;124.055;97,36;126.959;99,64
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"3";"Sants-Montjuïc      ";129.717;74.884;57,73;54.833;42,27;294;0,39;1.492;1,99;73.098;97,61;74.590;99,61
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"4";"Les Corts           ";63.618;43.412;68,24;20.206;31,76;124;0,29;905;2,08;42.383;97,63;43.288;99,71
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"5";"Sarrià-Sant Gervasi ";103.383;73.833;71,42;29.550;28,58;191;0,26;1.701;2,30;71.941;97,44;73.642;99,74
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"6";"Gràcia              ";91.078;59.262;65,07;31.816;34,93;219;0,37;1.298;2,19;57.745;97,44;59.043;99,63
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"7";"Horta-Guinardó      ";130.701;75.479;57,75;55.222;42,25;313;0,41;1.623;2,15;73.543;97,44;75.166;99,59
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"8";"Nou Barris          ";125.318;65.270;52,08;60.048;47,92;261;0,40;1.292;1,98;63.717;97,62;65.009;99,60
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"9";"Sant Andreu         ";110.486;66.210;59,93;44.276;40,07;251;0,38;1.472;2,22;64.487;97,40;65.959;99,62
"A";2006;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"10";"Sant Martí          ";167.027;97.809;58,56;69.218;41,44;420;0,43;2.017;2,06;95.372;97,51;97.389;99,57
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";1;"Abrera                                  ";"";"";7.864;4.234;53,84;3.630;46,16;24;0,57;63;1,49;4.147;97,95;4.210;99,43
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";2;"Aguilar de Segarra                      ";"";"";200;137;68,50;63;31,50;2;1,46;5;3,65;130;94,89;135;98,54
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";3;"Alella                                  ";"";"";6.760;4.336;64,14;2.424;35,86;17;0,39;109;2,51;4.210;97,09;4.319;99,61
"A";2006;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";4;"Alpens                                  ";"";"";233;185;79,40;48;20,60;0;0,00;9;4,86;176;95,14;185;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";5;"Ametlla del Vallès, l'                  ";"";"";5.364;3.312;61,74;2.052;38,26;11;0,33;90;2,72;3.211;96,95;3.301;99,67
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";6;"Arenys de Mar                           ";"";"";10.614;6.591;62,10;4.023;37,90;29;0,44;122;1,85;6.440;97,71;6.562;99,56
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";7;"Arenys de Munt                          ";"";"";5.838;3.689;63,19;2.149;36,81;8;0,22;88;2,39;3.593;97,40;3.681;99,78
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";8;"Argençola                               ";"";"";190;154;81,05;36;18,95;4;2,60;36;23,38;114;74,03;150;97,40
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";9;"Argentona                               ";"";"";8.631;5.305;61,46;3.326;38,54;24;0,45;105;1,98;5.176;97,57;5.281;99,55
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";10;"Artés                                   ";"";"";3.957;2.379;60,12;1.578;39,88;20;0,84;55;2,31;2.304;96,85;2.359;99,16
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";11;"Avià                                    ";"";"";1.686;1.116;66,19;570;33,81;5;0,45;33;2,96;1.078;96,59;1.111;99,55
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";12;"Avinyó                                  ";"";"";1.645;1.237;75,20;408;24,80;5;0,40;25;2,02;1.207;97,57;1.232;99,60
"A";2006;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";13;"Avinyonet del Penedès                   ";"";"";1.209;742;61,37;467;38,63;2;0,27;12;1,62;728;98,11;740;99,73
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";14;"Aiguafreda                              ";"";"";1.879;1.290;68,65;589;31,35;2;0,16;32;2,48;1.256;97,36;1.288;99,84
"A";2006;"MU";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";15;"Badalona                                ";"";"";160.961;77.266;48,00;83.695;52,00;306;0,40;1.459;1,89;75.501;97,72;76.960;99,60
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";16;"Bagà                                    ";"";"";1.838;1.172;63,76;666;36,24;5;0,43;23;1,96;1.144;97,61;1.167;99,57
"A";2006;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";17;"Balenyà                                 ";"";"";2.673;1.669;62,44;1.004;37,56;10;0,60;24;1,44;1.635;97,96;1.659;99,40
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";18;"Balsareny                               ";"";"";2.729;1.626;59,58;1.103;40,42;13;0,80;33;2,03;1.580;97,17;1.613;99,20
"A";2006;"MU";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"";"";1.173.593;711.160;60,60;462.433;39,40;2.668;0,38;15.250;2,14;693.242;97,48;708.492;99,62
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";20;"Begues                                  ";"";"";4.090;2.610;63,81;1.480;36,19;3;0,11;52;1,99;2.555;97,89;2.607;99,89
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";21;"Bellprat                                ";"";"";91;58;63,74;33;36,26;0;0,00;1;1,72;57;98,28;58;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";22;"Berga                                   ";"";"";12.511;7.363;58,85;5.148;41,15;58;0,79;147;2,00;7.158;97,22;7.305;99,21
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";23;"Bigues i Riells                         ";"";"";5.869;3.139;53,48;2.730;46,52;3;0,10;37;1,18;3.099;98,73;3.136;99,90
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";24;"Borredà                                 ";"";"";385;259;67,27;126;32,73;3;1,16;9;3,47;247;95,37;256;98,84
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";25;"Bruc, el                                ";"";"";1.264;726;57,44;538;42,56;0;0,00;16;2,20;710;97,80;726;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";26;"Brull, el                               ";"";"";182;151;82,97;31;17,03;0;0,00;2;1,32;149;98,68;151;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";27;"Cabanyes, les                           ";"";"";598;422;70,57;176;29,43;3;0,71;4;0,95;415;98,34;419;99,29
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";28;"Cabrera d'Igualada                      ";"";"";874;407;46,57;467;53,43;0;0,00;1;0,25;406;99,75;407;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";29;"Cabrera de Mar                          ";"";"";3.191;2.156;67,57;1.035;32,43;8;0,37;39;1,81;2.109;97,82;2.148;99,63
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";30;"Cabrils                                 ";"";"";4.483;2.938;65,54;1.545;34,46;5;0,17;76;2,59;2.857;97,24;2.933;99,83
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";31;"Calaf                                   ";"";"";2.373;1.534;64,64;839;35,36;41;2,67;21;1,37;1.472;95,96;1.493;97,33
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";32;"Caldes d'Estrac                         ";"";"";1.896;1.184;62,45;712;37,55;7;0,59;20;1,69;1.157;97,72;1.177;99,41
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";33;"Caldes de Montbui                       ";"";"";11.890;6.766;56,90;5.124;43,10;21;0,31;137;2,02;6.608;97,66;6.745;99,69
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";34;"Calders                                 ";"";"";672;472;70,24;200;29,76;3;0,64;9;1,91;460;97,46;469;99,36
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";35;"Calella                                 ";"";"";11.640;6.482;55,69;5.158;44,31;21;0,32;95;1,47;6.366;98,21;6.461;99,68
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";36;"Calonge de Segarra                      ";"";"";171;118;69,01;53;30,99;1;0,85;3;2,54;114;96,61;117;99,15
"A";2006;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";37;"Calldetenes                             ";"";"";1.685;1.140;67,66;545;32,34;8;0,70;23;2,02;1.109;97,28;1.132;99,30
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";38;"Callús                                  ";"";"";1.214;778;64,09;436;35,91;2;0,26;27;3,47;749;96,27;776;99,74
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";39;"Campins                                 ";"";"";286;205;71,68;81;28,32;0;0,00;12;5,85;193;94,15;205;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";40;"Canet de Mar                            ";"";"";9.777;5.721;58,51;4.056;41,49;20;0,35;124;2,17;5.577;97,48;5.701;99,65
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";41;"Canovelles                              ";"";"";10.237;5.238;51,17;4.999;48,83;16;0,31;98;1,87;5.124;97,82;5.222;99,69
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";42;"Cànoves i Samalús                       ";"";"";2.001;1.144;57,17;857;42,83;5;0,44;18;1,57;1.121;97,99;1.139;99,56
"A";2006;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";43;"Canyelles                               ";"";"";2.651;1.293;48,77;1.358;51,23;0;0,00;11;0,85;1.282;99,15;1.293;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";44;"Capellades                              ";"";"";4.219;2.550;60,44;1.669;39,56;25;0,98;41;1,61;2.484;97,41;2.525;99,02
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";45;"Capolat                                 ";"";"";67;47;70,15;20;29,85;0;0,00;1;2,13;46;97,87;47;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";46;"Cardedeu                                ";"";"";11.647;7.167;61,54;4.480;38,46;45;0,63;175;2,44;6.947;96,93;7.122;99,37
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";47;"Cardona                                 ";"";"";4.366;2.467;56,50;1.899;43,50;16;0,65;56;2,27;2.395;97,08;2.451;99,35
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";48;"Carme                                   ";"";"";600;411;68,50;189;31,50;0;0,00;3;0,73;408;99,27;411;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";49;"Casserres                               ";"";"";1.369;881;64,35;488;35,65;8;0,91;19;2,16;854;96,94;873;99,09
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";50;"Castellar del Riu                       ";"";"";119;85;71,43;34;28,57;1;1,18;2;2,35;82;96,47;84;98,82
"A";2006;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";51;"Castellar del Vallès                    ";"";"";16.228;9.491;58,49;6.737;41,51;42;0,44;188;1,98;9.261;97,58;9.449;99,56
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";52;"Castellar de n'Hug                      ";"";"";176;112;63,64;64;36,36;0;0,00;0;0,00;112;100,00;112;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";53;"Castellbell i el Vilar                  ";"";"";2.802;1.495;53,35;1.307;46,65;3;0,20;23;1,54;1.469;98,26;1.492;99,80
"A";2006;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";54;"Castellbisbal                           ";"";"";8.262;4.430;53,62;3.832;46,38;16;0,36;97;2,19;4.317;97,45;4.414;99,64
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";55;"Castellcir                              ";"";"";424;281;66,27;143;33,73;2;0,71;6;2,14;273;97,15;279;99,29
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";56;"Castelldefels                           ";"";"";37.896;19.526;51,53;18.370;48,47;50;0,26;431;2,21;19.045;97,54;19.476;99,74
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";57;"Castell de l'Areny                      ";"";"";61;41;67,21;20;32,79;0;0,00;1;2,44;40;97,56;41;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";58;"Castellet i la Gornal                   ";"";"";1.540;795;51,62;745;48,38;8;1,01;11;1,38;776;97,61;787;98,99
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";59;"Castellfollit del Boix                  ";"";"";329;201;61,09;128;38,91;0;0,00;10;4,98;191;95,02;201;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";60;"Castellfollit de Riubregós              ";"";"";170;119;70,00;51;30,00;0;0,00;5;4,20;114;95,80;119;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";61;"Castellgalí                             ";"";"";1.137;619;54,44;518;45,56;4;0,65;6;0,97;609;98,38;615;99,35
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";62;"Castellnou de Bages                     ";"";"";690;415;60,14;275;39,86;1;0,24;13;3,13;401;96,63;414;99,76
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";63;"Castellolí                              ";"";"";371;300;80,86;71;19,14;0;0,00;6;2,00;294;98,00;300;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";64;"Castellterçol                           ";"";"";1.725;1.239;71,83;486;28,17;14;1,13;28;2,26;1.197;96,61;1.225;98,87
"A";2006;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";65;"Castellví de la Marca                   ";"";"";1.221;723;59,21;498;40,79;7;0,97;18;2,49;698;96,54;716;99,03
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";66;"Castellví de Rosanes                    ";"";"";1.138;778;68,37;360;31,63;6;0,77;7;0,90;765;98,33;772;99,23
"A";2006;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";67;"Centelles                               ";"";"";5.400;3.478;64,41;1.922;35,59;22;0,63;64;1,84;3.392;97,53;3.456;99,37
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";68;"Cervelló                                ";"";"";5.923;3.317;56,00;2.606;44,00;11;0,33;51;1,54;3.255;98,13;3.306;99,67
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";69;"Collbató                                ";"";"";2.655;1.590;59,89;1.065;40,11;22;1,38;22;1,38;1.546;97,23;1.568;98,62
"A";2006;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";70;"Collsuspina                             ";"";"";255;181;70,98;74;29,02;0;0,00;10;5,52;171;94,48;181;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";71;"Copons                                  ";"";"";240;162;67,50;78;32,50;4;2,47;5;3,09;153;94,44;158;97,53
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";72;"Corbera de Llobregat                    ";"";"";9.056;4.844;53,49;4.212;46,51;16;0,33;92;1,90;4.736;97,77;4.828;99,67
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";73;"Cornellà de Llobregat                   ";"";"";61.111;34.940;57,17;26.171;42,83;128;0,37;602;1,72;34.210;97,91;34.812;99,63
"A";2006;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";74;"Cubelles                                ";"";"";9.258;4.416;47,70;4.842;52,30;20;0,45;86;1,95;4.310;97,60;4.396;99,55
"A";2006;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";75;"Dosrius                                 ";"";"";3.547;1.827;51,51;1.720;48,49;3;0,16;26;1,42;1.798;98,41;1.824;99,84
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";76;"Esparreguera                            ";"";"";15.824;8.534;53,93;7.290;46,07;34;0,40;169;1,98;8.331;97,62;8.500;99,60
"A";2006;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";77;"Esplugues de Llobregat                  ";"";"";35.210;20.399;57,94;14.811;42,06;80;0,39;412;2,02;19.907;97,59;20.319;99,61
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";78;"Espunyola, l'                           ";"";"";220;161;73,18;59;26,82;0;0,00;5;3,11;156;96,89;161;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";79;"Estany, l'                              ";"";"";325;250;76,92;75;23,08;0;0,00;9;3,60;241;96,40;250;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";80;"Fígols                                  ";"";"";41;28;68,29;13;31,71;0;0,00;0;0,00;28;100,00;28;100,00
"A";2006;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";81;"Fogars de Montclús                      ";"";"";344;236;68,60;108;31,40;2;0,85;4;1,69;230;97,46;234;99,15
"A";2006;"MU";"Catalunya                ";8;"Barcelona";34;"Selva                         ";82;"Fogars de la Selva                      ";"";"";1.039;509;48,99;530;51,01;5;0,98;2;0,39;502;98,62;504;99,02
