"ELECCIO";"ANY";"NIVELL";"AUTONOMIA";"CODI PROVÍNCIA";"PROVÍNCIA";"CODI COMARCA";"COMARCA";"CODI MUNICIPI";"MUNICIPI";"CODI DISTRICTE";"DISTRICTE";"CENS ELECTORAL";"VOTANTS";"% VOTANTS";"ABSTENCIÓ";"% ABSTENCIÓ";"VOTS NULS";"% VOTS NULS";"VOTS EN BLANC";"% VOTS EN BLANC";"VOTS A CANDIDATURES";"% VOTS A CANDIDATURES";"VOTS VÀLIDS";"% VOTS VÀLIDS"
"A";1995;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";67;"Centelles                               ";"";"";4.687;3.367;71,84;1.320;28,16;12;0,36;26;0,77;3.329;98,87;3.355;99,64
"A";1995;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";68;"Cervelló                                ";"";"";5.401;3.523;65,23;1.878;34,77;13;0,37;30;0,85;3.480;98,78;3.510;99,63
"A";1995;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";69;"Collbató                                ";"";"";1.162;827;71,17;335;28,83;2;0,24;12;1,45;813;98,31;825;99,76
"A";1995;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";70;"Collsuspina                             ";"";"";211;166;78,67;45;21,33;0;0,00;2;1,20;164;98,80;166;100,00
"A";1995;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";71;"Copons                                  ";"";"";242;188;77,69;54;22,31;1;0,53;2;1,06;185;98,40;187;99,47
"A";1995;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";72;"Corbera de Llobregat                    ";"";"";5.485;3.433;62,59;2.052;37,41;16;0,47;33;0,96;3.384;98,57;3.417;99,53
"A";1995;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";73;"Cornellà de Llobregat                   ";"";"";68.041;40.832;60,01;27.209;39,99;105;0,26;377;0,92;40.350;98,82;40.727;99,74
"A";1995;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";74;"Cubelles                                ";"";"";3.447;2.176;63,13;1.271;36,87;12;0,55;12;0,55;2.152;98,90;2.164;99,45
"A";1995;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";75;"Dosrius                                 ";"";"";1.735;1.151;66,34;584;33,66;2;0,17;13;1,13;1.136;98,70;1.149;99,83
"A";1995;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";76;"Esparreguera                            ";"";"";11.170;7.276;65,14;3.894;34,86;17;0,23;57;0,78;7.202;98,98;7.259;99,77
"A";1995;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";77;"Esplugues de Llobregat                  ";"";"";39.044;24.193;61,96;14.851;38,04;48;0,20;335;1,38;23.810;98,42;24.145;99,80
"A";1995;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";78;"Espunyola, l'                           ";"";"";244;140;57,38;104;42,62;0;0,00;1;0,71;139;99,29;140;100,00
"A";1995;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";79;"Estany, l'                              ";"";"";327;270;82,57;57;17,43;1;0,37;7;2,59;262;97,04;269;99,63
"A";1995;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";80;"Fígols                                  ";"";"";51;39;76,47;12;23,53;0;0,00;0;0,00;39;100,00;39;100,00
"A";1995;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";81;"Fogars de Montclús                      ";"";"";239;170;71,13;69;28,87;0;0,00;0;0,00;170;100,00;170;100,00
"A";1995;"MU";"Catalunya                ";8;"Barcelona";34;"Selva                         ";82;"Fogars de Tordera                       ";"";"";458;260;56,77;198;43,23;0;0,00;1;0,38;259;99,62;260;100,00
"A";1995;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";83;"Folgueroles                             ";"";"";1.010;833;82,48;177;17,52;2;0,24;5;0,60;826;99,16;831;99,76
