"ELECCIO";"ANY";"NIVELL";"AUTONOMIA";"CODI PROVÍNCIA";"PROVÍNCIA";"CODI COMARCA";"COMARCA";"CODI MUNICIPI";"MUNICIPI";"CODI DISTRICTE";"DISTRICTE";"CENS ELECTORAL";"VOTANTS";"% VOTANTS";"ABSTENCIÓ";"% ABSTENCIÓ";"VOTS NULS";"% VOTS NULS";"VOTS EN BLANC";"% VOTS EN BLANC";"VOTS A CANDIDATURES";"% VOTS A CANDIDATURES";"VOTS VÀLIDS";"% VOTS VÀLIDS"
"A";1999;"CO";"Catalunya                ";;"";11;"Baix Llobregat                ";;"";"";"";554.931;312.605;56,33;242.326;43,67;631;0,20;2.671;0,85;309.303;98,94;311.974;99,80
"A";1999;"CO";"Catalunya                ";;"";12;"Baix Penedès                  ";;"";"";"";43.437;25.823;59,45;17.614;40,55;124;0,48;227;0,88;25.472;98,64;25.699;99,52
"A";1999;"CO";"Catalunya                ";;"";13;"Barcelonès                    ";;"";"";"";1.817.925;1.088.388;59,87;729.537;40,13;2.217;0,20;11.281;1,04;1.074.890;98,76;1.086.171;99,80
"A";1999;"CO";"Catalunya                ";;"";14;"Berguedà                      ";;"";"";"";33.088;21.897;66,18;11.191;33,82;89;0,41;176;0,80;21.632;98,79;21.808;99,59
"A";1999;"CO";"Catalunya                ";;"";15;"Cerdanya                      ";;"";"";"";11.524;6.935;60,18;4.589;39,82;35;0,50;65;0,94;6.835;98,56;6.900;99,50
"A";1999;"CO";"Catalunya                ";;"";16;"Conca de Barberà              ";;"";"";"";15.632;10.165;65,03;5.467;34,97;55;0,54;94;0,92;10.016;98,53;10.110;99,46
"A";1999;"CO";"Catalunya                ";;"";17;"Garraf                        ";;"";"";"";82.873;46.503;56,11;36.370;43,89;117;0,25;317;0,68;46.069;99,07;46.386;99,75
"A";1999;"CO";"Catalunya                ";;"";18;"Garrigues                     ";;"";"";"";16.304;11.112;68,16;5.192;31,84;57;0,51;81;0,73;10.974;98,76;11.055;99,49
"A";1999;"CO";"Catalunya                ";;"";19;"Garrotxa                      ";;"";"";"";39.635;26.581;67,06;13.054;32,94;93;0,35;200;0,75;26.288;98,90;26.488;99,65
"A";1999;"CO";"Catalunya                ";;"";20;"Gironès                       ";;"";"";"";108.688;69.244;63,71;39.444;36,29;243;0,35;696;1,01;68.305;98,64;69.001;99,65
"A";1999;"CO";"Catalunya                ";;"";21;"Maresme                       ";;"";"";"";275.883;170.146;61,67;105.737;38,33;350;0,21;1.369;0,80;168.427;98,99;169.796;99,79
"A";1999;"CO";"Catalunya                ";;"";22;"Montsià                       ";;"";"";"";45.539;27.171;59,67;18.368;40,33;85;0,31;282;1,04;26.804;98,65;27.086;99,69
"A";1999;"CO";"Catalunya                ";;"";23;"Noguera                       ";;"";"";"";29.385;19.640;66,84;9.745;33,16;80;0,41;208;1,06;19.352;98,53;19.560;99,59
"A";1999;"CO";"Catalunya                ";;"";24;"Osona                         ";;"";"";"";103.274;70.305;68,08;32.969;31,92;179;0,25;571;0,81;69.555;98,93;70.126;99,75
"A";1999;"CO";"Catalunya                ";;"";25;"Pallars Jussà                 ";;"";"";"";10.690;6.510;60,90;4.180;39,10;22;0,34;51;0,78;6.437;98,88;6.488;99,66
"A";1999;"CO";"Catalunya                ";;"";26;"Pallars Sobirà                ";;"";"";"";5.171;3.508;67,84;1.663;32,16;8;0,23;26;0,74;3.474;99,03;3.500;99,77
"A";1999;"CO";"Catalunya                ";;"";27;"Pla d'Urgell                  ";;"";"";"";24.435;16.782;68,68;7.653;31,32;93;0,55;197;1,17;16.492;98,27;16.689;99,45
"A";1999;"CO";"Catalunya                ";;"";28;"Pla de l'Estany               ";;"";"";"";19.785;13.466;68,06;6.319;31,94;49;0,36;134;1,00;13.283;98,64;13.417;99,64
"A";1999;"CO";"Catalunya                ";;"";29;"Priorat                       ";;"";"";"";7.890;5.692;72,14;2.198;27,86;27;0,47;70;1,23;5.595;98,30;5.665;99,53
"A";1999;"CO";"Catalunya                ";;"";30;"Ribera d'Ebre                 ";;"";"";"";18.546;12.607;67,98;5.939;32,02;44;0,35;88;0,70;12.475;98,95;12.563;99,65
"A";1999;"CO";"Catalunya                ";;"";31;"Ripollès                      ";;"";"";"";22.551;15.722;69,72;6.829;30,28;80;0,51;126;0,80;15.516;98,69;15.642;99,49
"A";1999;"CO";"Catalunya                ";;"";32;"Segarra                       ";;"";"";"";14.841;9.546;64,32;5.295;35,68;54;0,57;110;1,15;9.382;98,28;9.492;99,43
"A";1999;"CO";"Catalunya                ";;"";33;"Segrià                        ";;"";"";"";139.747;81.779;58,52;57.968;41,48;227;0,28;902;1,10;80.650;98,62;81.552;99,72
"A";1999;"CO";"Catalunya                ";;"";34;"Selva                         ";;"";"";"";90.367;54.851;60,70;35.516;39,30;195;0,36;325;0,59;54.331;99,05;54.656;99,64
"A";1999;"CO";"Catalunya                ";;"";35;"Solsonès                      ";;"";"";"";9.429;6.238;66,16;3.191;33,84;40;0,64;85;1,36;6.113;98,00;6.198;99,36
"A";1999;"CO";"Catalunya                ";;"";36;"Tarragonès                    ";;"";"";"";141.486;82.176;58,08;59.310;41,92;207;0,25;787;0,96;81.182;98,79;81.969;99,75
"A";1999;"CO";"Catalunya                ";;"";37;"Terra Alta                    ";;"";"";"";10.566;7.012;66,36;3.554;33,64;27;0,39;59;0,84;6.926;98,77;6.985;99,61
"A";1999;"CO";"Catalunya                ";;"";38;"Urgell                        ";;"";"";"";25.351;16.532;65,21;8.819;34,79;72;0,44;184;1,11;16.276;98,45;16.460;99,56
"A";1999;"CO";"Catalunya                ";;"";39;"Consell General d'Aran        ";;"";"";"";6.267;3.642;58,11;2.625;41,89;5;0,14;25;0,69;3.612;99,18;3.637;99,86
"A";1999;"CO";"Catalunya                ";;"";40;"Vallès Occidental             ";;"";"";"";585.449;336.638;57,50;248.811;42,50;697;0,21;2.988;0,89;332.953;98,91;335.941;99,79
"A";1999;"CO";"Catalunya                ";;"";41;"Vallès Oriental               ";;"";"";"";250.953;148.364;59,12;102.589;40,88;324;0,22;1.188;0,80;146.852;98,98;148.040;99,78
"A";1999;"CO";"Catalunya                ";;"";98;"Residents Absents             ";;"";"";"";87.238;15.516;17,79;71.722;82,21;97;0,63;33;0,21;15.386;99,16;15.419;99,37
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"1";"Ciutat Vella        ";70.776;35.960;50,81;34.816;49,19;112;0,31;356;0,99;35.492;98,70;35.848;99,69
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"2";"Eixample            ";217.594;142.742;65,60;74.852;34,40;308;0,22;1.726;1,21;140.708;98,58;142.434;99,78
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"3";"Sants-Montjuïc      ";143.280;85.670;59,79;57.610;40,21;229;0,27;850;0,99;84.591;98,74;85.441;99,73
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"4";"Les Corts           ";70.954;48.134;67,84;22.820;32,16;82;0,17;591;1,23;47.461;98,60;48.052;99,83
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"5";"Sarrià-Sant Gervasi ";114.161;79.533;69,67;34.628;30,33;111;0,14;1.234;1,55;78.188;98,31;79.422;99,86
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"6";"Gràcia              ";101.329;65.692;64,83;35.637;35,17;146;0,22;754;1,15;64.792;98,63;65.546;99,78
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"7";"Horta-Guinardó      ";147.268;89.152;60,54;58.116;39,46;181;0,20;958;1,07;88.013;98,72;88.971;99,80
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"8";"Nou Barris          ";146.274;84.935;58,07;61.339;41,93;172;0,20;792;0,93;83.971;98,87;84.763;99,80
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"9";"Sant Andreu         ";116.680;72.865;62,45;43.815;37,55;139;0,19;676;0,93;72.050;98,88;72.726;99,81
"A";1999;"DM";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"10";"Sant Martí          ";176.753;108.827;61,57;67.926;38,43;189;0,17;1.002;0,92;107.636;98,91;108.638;99,83
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";1;"Abrera                                  ";"";"";6.369;3.574;56,12;2.795;43,88;5;0,14;21;0,59;3.548;99,27;3.569;99,86
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";2;"Aguilar de Segarra                      ";"";"";183;124;67,76;59;32,24;0;0,00;0;0,00;124;100,00;124;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";3;"Alella                                  ";"";"";6.470;4.135;63,91;2.335;36,09;11;0,27;48;1,16;4.076;98,57;4.124;99,73
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";4;"Alpens                                  ";"";"";218;172;78,90;46;21,10;0;0,00;1;0,58;171;99,42;172;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";5;"Ametlla del Vallès, l'                  ";"";"";4.167;2.689;64,53;1.478;35,47;3;0,11;27;1,00;2.659;98,88;2.686;99,89
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";6;"Arenys de Mar                           ";"";"";10.087;6.385;63,30;3.702;36,70;22;0,34;43;0,67;6.320;98,98;6.363;99,66
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";7;"Arenys de Munt                          ";"";"";5.067;3.413;67,36;1.654;32,64;5;0,15;25;0,73;3.383;99,12;3.408;99,85
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";8;"Argençola                               ";"";"";185;128;69,19;57;30,81;2;1,56;5;3,91;121;94,53;126;98,44
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";9;"Argentona                               ";"";"";7.602;4.897;64,42;2.705;35,58;19;0,39;33;0,67;4.845;98,94;4.878;99,61
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";10;"Artés                                   ";"";"";3.580;2.402;67,09;1.178;32,91;5;0,21;21;0,87;2.376;98,92;2.397;99,79
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";11;"Avià                                    ";"";"";1.558;1.022;65,60;536;34,40;3;0,29;11;1,08;1.008;98,63;1.019;99,71
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";12;"Avinyó                                  ";"";"";1.665;1.260;75,68;405;24,32;2;0,16;1;0,08;1.257;99,76;1.258;99,84
"A";1999;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";13;"Avinyonet del Penedès                   ";"";"";1.040;691;66,44;349;33,56;2;0,29;1;0,14;688;99,57;689;99,71
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";14;"Aiguafreda                              ";"";"";1.823;1.318;72,30;505;27,70;3;0,23;13;0,99;1.302;98,79;1.315;99,77
"A";1999;"MU";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";15;"Badalona                                ";"";"";176.505;92.288;52,29;84.217;47,71;189;0,20;758;0,82;91.341;98,97;92.099;99,80
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";16;"Bagà                                    ";"";"";1.762;1.147;65,10;615;34,90;2;0,17;7;0,61;1.138;99,22;1.145;99,83
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";17;"Balenyà                                 ";"";"";2.467;1.684;68,26;783;31,74;0;0,00;7;0,42;1.677;99,58;1.684;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";18;"Balsareny                               ";"";"";2.757;1.793;65,03;964;34,97;5;0,28;12;0,67;1.776;99,05;1.788;99,72
"A";1999;"MU";"Catalunya                ";8;"Barcelona";13;"Barcelonès                    ";19;"Barcelona                               ";"";"";1.305.069;813.510;62,33;491.559;37,67;1.669;0,21;8.939;1,10;802.902;98,70;811.841;99,79
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";20;"Begues                                  ";"";"";3.110;2.147;69,04;963;30,96;6;0,28;31;1,44;2.110;98,28;2.141;99,72
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";21;"Bellprat                                ";"";"";84;51;60,71;33;39,29;0;0,00;0;0,00;51;100,00;51;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";22;"Berga                                   ";"";"";12.235;7.694;62,89;4.541;37,11;32;0,42;82;1,07;7.580;98,52;7.662;99,58
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";23;"Bigues i Riells                         ";"";"";4.207;2.450;58,24;1.757;41,76;7;0,29;25;1,02;2.418;98,69;2.443;99,71
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";24;"Borredà                                 ";"";"";406;276;67,98;130;32,02;1;0,36;4;1,45;271;98,19;275;99,64
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";25;"Bruc, el                                ";"";"";761;529;69,51;232;30,49;1;0,19;3;0,57;525;99,24;528;99,81
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";26;"Brull, el                               ";"";"";174;126;72,41;48;27,59;0;0,00;3;2,38;123;97,62;126;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";27;"Cabanyes, les                           ";"";"";450;338;75,11;112;24,89;2;0,59;1;0,30;335;99,11;336;99,41
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";28;"Cabrera d'Igualada                      ";"";"";408;243;59,56;165;40,44;0;0,00;2;0,82;241;99,18;243;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";29;"Cabrera de Mar                          ";"";"";2.813;1.852;65,84;961;34,16;2;0,11;14;0,76;1.836;99,14;1.850;99,89
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";30;"Cabrils                                 ";"";"";3.479;2.237;64,30;1.242;35,70;2;0,09;27;1,21;2.208;98,70;2.235;99,91
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";31;"Calaf                                   ";"";"";2.538;1.762;69,42;776;30,58;6;0,34;21;1,19;1.735;98,47;1.756;99,66
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";32;"Caldes d'Estrac                         ";"";"";1.615;1.039;64,33;576;35,67;2;0,19;7;0,67;1.030;99,13;1.037;99,81
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";33;"Caldes de Montbui                       ";"";"";10.786;6.396;59,30;4.390;40,70;8;0,13;44;0,69;6.344;99,19;6.388;99,87
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";34;"Calders                                 ";"";"";582;427;73,37;155;26,63;0;0,00;1;0,23;426;99,77;427;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";35;"Calella                                 ";"";"";10.219;6.022;58,93;4.197;41,07;6;0,10;35;0,58;5.981;99,32;6.016;99,90
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";36;"Calonge de Segarra                      ";"";"";158;126;79,75;32;20,25;0;0,00;4;3,17;122;96,83;126;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";37;"Calldetenes                             ";"";"";1.558;1.131;72,59;427;27,41;3;0,27;9;0,80;1.119;98,94;1.128;99,73
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";38;"Callús                                  ";"";"";1.132;780;68,90;352;31,10;0;0,00;4;0,51;776;99,49;780;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";39;"Campins                                 ";"";"";237;169;71,31;68;28,69;0;0,00;0;0,00;169;100,00;169;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";40;"Canet de Mar                            ";"";"";8.273;5.183;62,65;3.090;37,35;6;0,12;32;0,62;5.145;99,27;5.177;99,88
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";41;"Canovelles                              ";"";"";10.694;5.930;55,45;4.764;44,55;16;0,27;38;0,64;5.876;99,09;5.914;99,73
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";42;"Cànoves i Samalús                       ";"";"";1.492;966;64,75;526;35,25;4;0,41;2;0,21;960;99,38;962;99,59
"A";1999;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";43;"Canyelles                               ";"";"";1.483;946;63,79;537;36,21;4;0,42;3;0,32;939;99,26;942;99,58
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";44;"Capellades                              ";"";"";4.052;2.612;64,46;1.440;35,54;14;0,54;11;0,42;2.587;99,04;2.598;99,46
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";45;"Capolat                                 ";"";"";60;32;53,33;28;46,67;0;0,00;1;3,13;31;96,88;32;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";46;"Cardedeu                                ";"";"";9.394;6.094;64,87;3.300;35,13;17;0,28;67;1,10;6.010;98,62;6.077;99,72
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";47;"Cardona                                 ";"";"";4.999;3.277;65,55;1.722;34,45;16;0,49;24;0,73;3.237;98,78;3.261;99,51
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";48;"Carme                                   ";"";"";591;451;76,31;140;23,69;1;0,22;2;0,44;448;99,33;450;99,78
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";49;"Casserres                               ";"";"";1.424;919;64,54;505;35,46;3;0,33;3;0,33;913;99,35;916;99,67
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";50;"Castellar del Riu                       ";"";"";101;70;69,31;31;30,69;0;0,00;0;0,00;70;100,00;70;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";51;"Castellar del Vallès                    ";"";"";13.835;8.516;61,55;5.319;38,45;9;0,11;45;0,53;8.462;99,37;8.507;99,89
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";52;"Castellar de n'Hug                      ";"";"";168;131;77,98;37;22,02;0;0,00;0;0,00;131;100,00;131;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";53;"Castellbell i el Vilar                  ";"";"";2.584;1.605;62,11;979;37,89;13;0,81;8;0,50;1.584;98,69;1.592;99,19
"A";1999;"MU";"Catalunya                ";8;"Barcelona";40;"Vallès Occidental             ";54;"Castellbisbal                           ";"";"";5.897;3.416;57,93;2.481;42,07;6;0,18;26;0,76;3.384;99,06;3.410;99,82
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";55;"Castellcir                              ";"";"";302;219;72,52;83;27,48;2;0,91;6;2,74;211;96,35;217;99,09
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";56;"Castelldefels                           ";"";"";34.606;18.678;53,97;15.928;46,03;30;0,16;192;1,03;18.456;98,81;18.648;99,84
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";57;"Castell de l'Areny                      ";"";"";43;33;76,74;10;23,26;0;0,00;0;0,00;33;100,00;33;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";58;"Castellet i la Gornal                   ";"";"";1.202;742;61,73;460;38,27;12;1,62;3;0,40;727;97,98;730;98,38
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";59;"Castellfollit del Boix                  ";"";"";299;188;62,88;111;37,12;3;1,60;5;2,66;180;95,74;185;98,40
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";60;"Castellfollit de Riubregós              ";"";"";204;150;73,53;54;26,47;3;2,00;1;0,67;146;97,33;147;98,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";61;"Castellgalí                             ";"";"";770;552;71,69;218;28,31;1;0,18;4;0,72;547;99,09;551;99,82
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";62;"Castellnou de Bages                     ";"";"";407;267;65,60;140;34,40;0;0,00;2;0,75;265;99,25;267;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";63;"Castellolí                              ";"";"";356;265;74,44;91;25,56;6;2,26;5;1,89;254;95,85;259;97,74
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";64;"Castellterçol                           ";"";"";1.711;1.284;75,04;427;24,96;10;0,78;9;0,70;1.265;98,52;1.274;99,22
"A";1999;"MU";"Catalunya                ";8;"Barcelona";3;"Alt Penedès                   ";65;"Castellví de la Marca                   ";"";"";1.227;752;61,29;475;38,71;1;0,13;4;0,53;747;99,34;751;99,87
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";66;"Castellví de Rosanes                    ";"";"";887;639;72,04;248;27,96;1;0,16;3;0,47;635;99,37;638;99,84
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";67;"Centelles                               ";"";"";4.833;3.278;67,83;1.555;32,17;8;0,24;18;0,55;3.252;99,21;3.270;99,76
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";68;"Cervelló                                ";"";"";4.760;2.877;60,44;1.883;39,56;7;0,24;30;1,04;2.840;98,71;2.870;99,76
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";69;"Collbató                                ";"";"";1.591;1.029;64,68;562;35,32;3;0,29;8;0,78;1.018;98,93;1.026;99,71
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";70;"Collsuspina                             ";"";"";214;174;81,31;40;18,69;0;0,00;1;0,57;173;99,43;174;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";6;"Anoia                         ";71;"Copons                                  ";"";"";248;176;70,97;72;29,03;2;1,14;7;3,98;167;94,89;174;98,86
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";72;"Corbera de Llobregat                    ";"";"";6.989;3.926;56,17;3.063;43,83;6;0,15;39;0,99;3.881;98,85;3.920;99,85
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";73;"Cornellà de Llobregat                   ";"";"";68.042;39.246;57,68;28.796;42,32;97;0,25;323;0,82;38.826;98,93;39.149;99,75
"A";1999;"MU";"Catalunya                ";8;"Barcelona";17;"Garraf                        ";74;"Cubelles                                ";"";"";4.910;2.693;54,85;2.217;45,15;5;0,19;18;0,67;2.670;99,15;2.688;99,81
"A";1999;"MU";"Catalunya                ";8;"Barcelona";21;"Maresme                       ";75;"Dosrius                                 ";"";"";2.281;1.302;57,08;979;42,92;0;0,00;13;1,00;1.289;99,00;1.302;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";76;"Esparreguera                            ";"";"";13.339;7.792;58,42;5.547;41,58;25;0,32;53;0,68;7.714;99,00;7.767;99,68
"A";1999;"MU";"Catalunya                ";8;"Barcelona";11;"Baix Llobregat                ";77;"Esplugues de Llobregat                  ";"";"";38.739;23.064;59,54;15.675;40,46;47;0,20;250;1,08;22.767;98,71;23.017;99,80
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";78;"Espunyola, l'                           ";"";"";269;133;49,44;136;50,56;0;0,00;0;0,00;133;100,00;133;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";7;"Bages                         ";79;"Estany, l'                              ";"";"";355;291;81,97;64;18,03;1;0,34;3;1,03;287;98,63;290;99,66
"A";1999;"MU";"Catalunya                ";8;"Barcelona";14;"Berguedà                      ";80;"Fígols                                  ";"";"";51;36;70,59;15;29,41;0;0,00;1;2,78;35;97,22;36;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";41;"Vallès Oriental               ";81;"Fogars de Montclús                      ";"";"";290;181;62,41;109;37,59;1;0,55;4;2,21;176;97,24;180;99,45
"A";1999;"MU";"Catalunya                ";8;"Barcelona";34;"Selva                         ";82;"Fogars de la Selva                      ";"";"";594;329;55,39;265;44,61;0;0,00;0;0,00;329;100,00;329;100,00
"A";1999;"MU";"Catalunya                ";8;"Barcelona";24;"Osona                         ";83;"Folgueroles                             ";"";"";1.296;962;74,23;334;25,77;0;0,00;11;1,14;951;98,86;962;100,00
