ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1984;CO;Catalunya                ;;;1;Alt Camp                      ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;15;0,08;0
A;1984;CO;Catalunya                ;;;1;Alt Camp                      ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;11;0,06;0
A;1984;CO;Catalunya                ;;;1;Alt Camp                      ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;10;0,05;0
A;1984;CO;Catalunya                ;;;1;Alt Camp                      ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;8;0,04;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;CiU        ;Convergència i Unió                               ;23.536;57,18;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10.098;24,53;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;2.612;6,35;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.571;6,25;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;700;1,70;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;520;1,26;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;377;0,92;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;170;0,41;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;144;0,35;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;103;0,25;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;48;0,12;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;36;0,09;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;34;0,08;0
A;1984;CO;Catalunya                ;;;2;Alt Empordà                   ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;CiU        ;Convergència i Unió                               ;19.960;56,79;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;9.063;25,79;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.073;5,90;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;1.747;4,97;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;985;2,80;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;511;1,45;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;216;0,61;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;VERDE      ;Partido Verde (Vértice Esp. Reiv. Desr. Ecológico);84;0,24;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;73;0,21;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;63;0,18;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;46;0,13;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;43;0,12;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;36;0,10;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;29;0,08;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;25;0,07;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.E.D.     ;Partido Español Demócrata                         ;21;0,06;0
A;1984;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;CiU        ;Convergència i Unió                               ;7.204;69,79;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.410;13,66;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;770;7,46;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;425;4,12;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;245;2,37;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;95;0,92;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;55;0,53;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P LLEIDA   ;Partit Lleidatà                                   ;33;0,32;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;18;0,17;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;12;0,12;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;8;0,08;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;UA-PNA     ;Unitat d'Aran-Partit Nacionalista Aranès          ;8;0,08;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;7;0,07;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;5;0,05;0
A;1984;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;CiU        ;Convergència i Unió                               ;960;51,95;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;630;34,09;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;65;3,52;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;63;3,41;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;51;2,76;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;24;1,30;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;11;0,60;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;9;0,49;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P LLEIDA   ;Partit Lleidatà                                   ;8;0,43;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;7;0,38;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;UA-PNA     ;Unitat d'Aran-Partit Nacionalista Aranès          ;4;0,22;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;4;0,22;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;3;0,16;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;0;0,00;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;CiU        ;Convergència i Unió                               ;23.187;56,43;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;11.299;27,50;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;2.046;4,98;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.955;4,76;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;1.015;2,47;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;581;1,41;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;318;0,77;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;105;0,26;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;VERDE      ;Partido Verde (Vértice Esp. Reiv. Desr. Ecológico);104;0,25;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;77;0,19;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;65;0,16;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;45;0,11;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;41;0,10;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;39;0,09;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.E.D.     ;Partido Español Demócrata                         ;20;0,05;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;15;0,04;0
A;1984;CO;Catalunya                ;;;6;Anoia                         ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;CiU        ;Convergència i Unió                               ;51.913;61,19;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;18.525;21,83;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.874;4,57;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;3.566;4,20;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;3.530;4,16;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;1.303;1,54;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;1.074;1,27;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;VERDE      ;Partido Verde (Vértice Esp. Reiv. Desr. Ecológico);184;0,22;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;149;0,18;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;145;0,17;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;70;0,08;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;P.E.D.     ;Partido Español Demócrata                         ;46;0,05;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;46;0,05;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;40;0,05;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;38;0,04;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;20;0,02;0
A;1984;CO;Catalunya                ;;;7;Bages                         ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;CiU        ;Convergència i Unió                               ;27.070;50,12;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;14.189;26,27;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;4.364;8,08;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.106;5,75;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;2.359;4,37;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;1.216;2,25;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;689;1,28;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;134;0,25;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;125;0,23;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;116;0,21;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;106;0,20;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;98;0,18;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;52;0,10;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;46;0,09;0
A;1984;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;28;0,05;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;CiU        ;Convergència i Unió                               ;14.217;49,54;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;6.630;23,10;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;4.455;15,52;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;1.583;5,52;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;815;2,84;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;302;1,05;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;189;0,66;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;72;0,25;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;71;0,25;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;44;0,15;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;42;0,15;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;34;0,12;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;22;0,08;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;14;0,05;0
A;1984;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;12;0,04;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;CiU        ;Convergència i Unió                               ;24.136;56,37;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10.044;23,46;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.012;7,03;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;2.353;5,50;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;1.633;3,81;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;500;1,17;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;498;1,16;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;136;0,32;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;122;0,28;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;82;0,19;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;51;0,12;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;41;0,10;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;29;0,07;0
A;1984;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;107.909;43,31;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;CiU        ;Convergència i Unió                               ;75.626;30,35;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PSUC       ;Partit Socialista Unificat de Catalunya           ;23.354;9,37;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;15.296;6,14;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PCC        ;Partit dels Comunistes de Catalunya               ;13.067;5,24;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;6.911;2,77;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;ENTESA EC  ;C.E. Entesa de l'Esquerra Catalana                ;1.886;0,76;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;VERDE      ;Partido Verde (Vértice Esp. Reiv. Desr. Ecológico);1.030;0,41;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.S.D.C.   ;Partit Socialdemòcrata de Catalunya               ;824;0,33;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.S.T.     ;Partido Socialista de los Trabajadores            ;657;0,26;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;496;0,20;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.C.O.de C.;Partit Comunista Obrer de Catalunya               ;341;0,14;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.O.R.E.   ;Partit Obrer Revolucionari d'Espanya              ;323;0,13;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PCE (ML)   ;Partido Comunista de España (Marxista-Leninista)  ;188;0,08;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;LCR        ;Liga Comunista Revolucionaria                     ;178;0,07;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.E.D.     ;Partido Español Demócrata                         ;162;0,07;0
A;1984;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;MCC        ;Moviment Comunista de Catalunya                   ;0;0,00;0
A;1984;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;CiU        ;Convergència i Unió                               ;8.010;51,49;0
A;1984;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;4.898;31,48;0
A;1984;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;AP-PDP-UL  ;Alianza Popular-Partido Demócrata Popular-U.Libe  ;937;6,02;0
