ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1995;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;29;0,07;0
A;1995;CO;Catalunya                ;;;3;Alt Penedès                   ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;25;0,06;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;CiU        ;Convergència i Unió                               ;5.570;55,19;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.824;18,07;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.375;13,62;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;PP         ;Partit Popular                                    ;945;9,36;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;231;2,29;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;38;0,38;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;10;0,10;0
A;1995;CO;Catalunya                ;;;4;Alt Urgell                    ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;4;0,04;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;CiU        ;Convergència i Unió                               ;905;46,29;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;643;32,89;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;PP         ;Partit Popular                                    ;159;8,13;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;155;7,93;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;64;3,27;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;7;0,36;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;2;0,10;0
A;1995;CO;Catalunya                ;;;5;Alta Ribagorça                ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;2;0,10;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;CiU        ;Convergència i Unió                               ;22.540;49,92;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;10.965;24,28;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.109;9,10;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;PP         ;Partit Popular                                    ;4.092;9,06;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;2.701;5,98;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;142;0,31;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.E.C.     ;Partit Ecologista de Catalunya                    ;81;0,18;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;55;0,12;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;33;0,07;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;26;0,06;0
A;1995;CO;Catalunya                ;;;6;Anoia                         ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;15;0,03;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;CiU        ;Convergència i Unió                               ;42.468;49,88;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;19.832;23,29;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;10.495;12,33;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;PP         ;Partit Popular                                    ;6.128;7,20;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;4.967;5,83;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;199;0,23;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;P.E.C.     ;Partit Ecologista de Catalunya                    ;122;0,14;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;91;0,11;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;43;0,05;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;33;0,04;0
A;1995;CO;Catalunya                ;;;7;Bages                         ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;17;0,02;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;CiU        ;Convergència i Unió                               ;28.445;42,11;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;16.263;24,08;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PP         ;Partit Popular                                    ;8.974;13,28;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;8.233;12,19;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;4.457;6,60;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;343;0,51;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;80;0,12;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;50;0,07;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.A.E.     ;Partido de los Trabajadores Autónomos de España   ;34;0,05;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;P.DE.P     ;Partido Democrático del Pueblo                    ;32;0,05;0
A;1995;CO;Catalunya                ;;;8;Baix Camp                     ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;27;0,04;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;CiU        ;Convergència i Unió                               ;15.099;44,51;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;6.952;20,49;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PP         ;Partit Popular                                    ;5.735;16,91;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.630;10,70;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;2.014;5,94;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;67;0,20;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;29;0,09;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;21;0,06;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;14;0,04;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.DE.P     ;Partido Democrático del Pueblo                    ;12;0,04;0
A;1995;CO;Catalunya                ;;;9;Baix Ebre                     ;;;;;P.A.E.     ;Partido de los Trabajadores Autónomos de España   ;12;0,04;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;CiU        ;Convergència i Unió                               ;24.327;48,73;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;13.687;27,42;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;5.551;11,12;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PP         ;Partit Popular                                    ;3.621;7,25;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;1.971;3,95;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;193;0,39;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;67;0,13;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;54;0,11;0
A;1995;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;40;0,08;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;CiU        ;Convergència i Unió                               ;95.637;31,59;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;94.149;31,10;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;48.614;16,06;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PP         ;Partit Popular                                    ;38.318;12,66;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;19.500;6,44;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;1.573;0,52;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.E.C.     ;Partit Ecologista de Catalunya                    ;803;0,27;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;509;0,17;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;362;0,12;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;219;0,07;0
A;1995;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;90;0,03;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;CiU        ;Convergència i Unió                               ;10.430;45,24;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;6.399;27,75;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PP         ;Partit Popular                                    ;2.640;11,45;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.093;9,08;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;1.072;4,65;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;112;0,49;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;25;0,11;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;P.A.E.     ;Partido de los Trabajadores Autónomos de España   ;18;0,08;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;P.DE.P     ;Partido Democrático del Pueblo                    ;18;0,08;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;12;0,05;0
A;1995;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;7;0,03;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;CiU        ;Convergència i Unió                               ;433.898;36,57;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;292.738;24,67;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PP         ;Partit Popular                                    ;198.605;16,74;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;138.289;11,65;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;98.492;8,30;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;5.695;0,48;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;P.E.C.     ;Partit Ecologista de Catalunya                    ;2.845;0,24;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;1.362;0,11;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;805;0,07;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;582;0,05;0
A;1995;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;333;0,03;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;CiU        ;Convergència i Unió                               ;12.320;52,77;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;4.671;20,01;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;3.767;16,13;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PP         ;Partit Popular                                    ;1.564;6,70;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;710;3,04;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;37;0,16;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;P.E.C.     ;Partit Ecologista de Catalunya                    ;21;0,09;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;15;0,06;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;14;0,06;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;7;0,03;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;3;0,01;0
A;1995;CO;Catalunya                ;;;14;Berguedà                      ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;CiU        ;Convergència i Unió                               ;3.763;53,78;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.332;19,04;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;969;13,85;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PP         ;Partit Popular                                    ;586;8,38;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;217;3,10;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;33;0,47;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;10;0,14;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;5;0,07;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;4;0,06;0
A;1995;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;2;0,03;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;CiU        ;Convergència i Unió                               ;5.164;49,06;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.020;19,19;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.759;16,71;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PP         ;Partit Popular                                    ;852;8,10;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;540;5,13;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;40;0,38;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;13;0,12;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;P.A.E.     ;Partido de los Trabajadores Autónomos de España   ;11;0,10;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;6;0,06;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;4;0,04;0
A;1995;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;P.DE.P     ;Partido Democrático del Pueblo                    ;4;0,04;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;CiU        ;Convergència i Unió                               ;17.932;41,16;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;11.496;26,38;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;PP         ;Partit Popular                                    ;5.247;12,04;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;IC-EV      ;Iniciativa per Catalunya-Els Verds                ;4.083;9,37;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.051;9,30;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;AEC-EVE    ;Alternativa Ecologista de Catalunya (Verds Euro.) ;188;0,43;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;P.E.C.     ;Partit Ecologista de Catalunya                    ;91;0,21;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;PICC-PIE   ;P.I.Ciutadans de Catalunya-F.P.Indep. de España   ;41;0,09;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;P.O.R.     ;Partit Obrer Revolucionari                        ;40;0,09;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;P.R.T.     ;Partit Revolucionari dels Treballadors            ;29;0,07;0
A;1995;CO;Catalunya                ;;;17;Garraf                        ;;;;;PC-NPS     ;Plataforma Cívica-Nou Partit Socialista           ;15;0,03;0
A;1995;CO;Catalunya                ;;;18;Garrigues                     ;;;;;CiU        ;Convergència i Unió                               ;5.763;49,97;0
A;1995;CO;Catalunya                ;;;18;Garrigues                     ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.301;19,95;0
A;1995;CO;Catalunya                ;;;18;Garrigues                     ;;;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;1.927;16,71;0
A;1995;CO;Catalunya                ;;;18;Garrigues                     ;;;;;PP         ;Partit Popular                                    ;1.102;9,56;0
